"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Aruba","ABW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.223058133218786","2.05548592827715","0.186907630522088","17.063550036523","21.1851377322229","-3.85780885780886","-1.65549252191851","-5.8744394618834","-0.418781725888325","6.16194331983806","12.9139314369073","6.81314994968132","27.1368352788586","-6.8287271729666","-14.0750555726085","16.9490560127574","7.81642871198372","-4.68763897846137","-8.80493563521364","8.92046662114826","-17.5903165005139","0.664175810874169","-0.41563759901472","7.61167220218679","18.5057800383246","-12.0331802180755","9.97445509242156","7.46525460335853","-0.907264204095974","0.92339797912293","5.25337330818787","4.39982167334802","-2.21528256776249","6.4897764502147","4.5587150204386","7.56707186414171","2.50633128589153",
"Africa Eastern and Southern","AFE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.03251015235816","0.765922801434359","0.422781217468918","0.254926362654373","1.13543575737002","0.352354122515891","0.506462034202253","0.0622408141387393","0.136599124656005","-0.0120568987372335","0.282588845104598","0.211011202416425","0.341443828404353","0.0473933984952869","0.371551643114243","0.0736997177969972","0.26457012338423","0.149220731832448","0.266145542977688","0.186701073716576","0.054015658544529","0.661493095898859","0.294373201914666","0.226164340149827","0.469941220100706","1.00495461557055","0.739426783025208","2.0328678163588","1.28110237450832","2.36128607899991","1.49428157510698","4.85030918548997","2.27434196932533","2.25138246373697","1.59759464995523","2.05048860651159","1.26203778452562","2.4547252119284","3.23571903960865","2.62229617105943","1.61711386666412","1.84992612287753","2.56075974181209","2.34213430162037","2.78941107627647","3.16959753184518","1.95293368129484","0.99178548262671","1.27229001710424","1.424519314499","1.36176225034704","5.01205928028258","1.69591362891245","1.76008951087769",
"Afghanistan","AFG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0221192604146061","-0.0133973940096779","0.0241808474410122","","","0.45536044478174","0.45188914562189","1.20311798981139","0.293025179616803","0.285440893554571","0.239801184405551","0.209664794672203","0.88400046336123","0.516606084523093","0.274796791572807","0.661572217787196","0.124495985291258","0.0649939571808755","0.215925454725649","","",
"Africa Western and Central","AFW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.78380413740293","1.88405737891187","1.90749307685228","1.7565651565905","1.05063035562331","1.69519362828369","0.890522395948592","1.08655082334814","0.959249375892243","0.813937413998398","-0.189816505603512","0.541731612830074","0.448416675178178","0.508004241795926","0.258311301378503","0.648476864286674","0.187143245926892","0.924280885260503","0.875345483545118","2.47188337343981","0.702827333519976","1.00117924044906","1.14869383353532","1.13512143697954","1.63063977143918","0.327757637981064","0.365087389703122","0.518159283797378","-0.0481329751009106","1.44418704701475","1.99841123442932","0.782126168502432","1.82054338753877","1.67678423062451","1.24270975122135","2.62126480163196","2.2564529230586","2.68617846494042","3.01354336514559","3.36441908820703","2.72327984385702","3.33683580240531","2.7434700601025","2.25560053795511","1.98905930829214","1.9560093835853","1.82729820003979","1.65597538664527","1.05294936887325","1.22853176172662","1.1471779301658","1.77829631917209","1.2044594521187","0.836211177726377",
"Angola","AGO","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.630975103967161","0.883706869873758","2.08648507255308","1.80366249575565","1.09500567622465","3.68013758032242","3.30857271569459","1.4719684486904","1.49375642275957","1.9604420096587","-2.98142869155218","6.26663053571429","3.46608752793541","5.2368632542517","3.83703655802979","8.52948883994992","2.39899396705538","5.38231807584834","17.1215906483088","40.1672485630423","9.62386615038711","24.0090757001341","11.4061919077418","20.0810144391158","9.32923929577731","-3.52665717856752","-0.072000996349673","-1.36876239523004","1.89631389674864","3.13666068307167","-3.85111149953586","-2.70487323645008","-1.14376777921663","-5.3801309953635","2.69000564690096","11.0813390258994","-0.340242828705014","-10.0383767819736","-8.12589110876485","-5.78081314286635","-3.84826398729864","-6.54854227564072","-6.32056384328187","-2.49883975179815",
"Albania","ALB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","3.06666159864896","4.89321210624299","2.81772379080922","2.92548596657615","2.8159410758197","2.1031528051092","1.76789579262462","1.28264133419298","4.10877595525929","5.28543275433979","3.10482707446756","3.17270817814522","4.75017450889019","3.25976769159645","3.65485134325294","6.10897966213633","9.6820708554375","11.1706432450789","9.13813124439238","8.13533613546751","7.45135495532692","9.81628458243044","8.69303872198522","8.69053394301894","8.80509197849022","7.85544826704409","7.83109066598543","7.70621785587149","7.01865154485077","6.75790671297037","7.57934219388197","6.88397745384155",
"Andorra","AND","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.20710216105069","0.113503332929264","0.465786647628289","-0.91075421538707","-2.31746117493243","0.905182105576341","0.196815759866518","0.391713554260965","0.247273478676978","-0.039874230627587","-0.680969293745436","1.48621538105406","2.63748176276712","1.3339225999575","1.46949169654655","0.481610663704809","0.592857226271773","0.00262999901338039","0.389205060932439","0.294517879407959","","0.379856278654452","0.290663059316342","0.788806160928514","1.11650953172979","0.0109066990743175","0.519579163529755","1.12629800280813","1.33917154557886","0.536501394000147","0.473471071090757","0.693799493495468","0.666656868323723","1.14493486192508","1.1997910142052","2.34004249295163","3.59907296685629","3.84931604543648","3.07794870104911","2.04315600608907","1.66458463013301","1.08036726159955","1.34213510649598","1.19649974327205","0.869239776143734","1.17242850880424","2.17051891236375","1.34404997147109","1.65836660493024","1.32745857747989","1.20712481027408","2.218884892047","2.23579534739652","1.94891260098357",
"United Arab Emirates","ARE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.13413277328363","0.738381451123935","0.742710555965243","0.0805909635459787","0.0139896073816407","0.108350617107457","0.257271594791379","0.451274583969912","0.164537297435794","0.20681708788172","0.223949268488845","-0.0343377746365328","0.203892014116107","0.106393607647695","0.407195240980733","-0.544187526835552","0.324685539041065","0.128404884092042","0.520707068990223","0.0935487850536073","-0.113707590431162","0.0202548813884427","0.0280170206717827","0.0552977363663075","0.972936473544961","0.0950157988646958","0.174814833208679","0.293169186878494","0.168220927004397","0.375516186146921","0.406054973791622","0.206851124246202","0.401686093658567","0.797088435407369","1.49366440406348","2.07637724205889","4.90362537095926","5.648244239939","5.01476163556332","1.07392165844339","0.671243665255779","0.603603764632223","0.659371873651999","2.20587934186048","2.83403716591593","4.5078870657641","4.25488784689004","3.60034340530092","3.53104134200712","5.07815357562375","5.41882467856405","5.430419470509","4.93965436873328","4.34288822094807",
"Argentina","ARG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.28422429708083","0.377464477473511","0.206489502181284","0.190792478260042","0.0247388145324033","0.106009598269524","0.478175476632771","0.25360595928857","0.280742880870953","0.297462920191234","0.88095511006333","1.0638454401874","0.269252481027723","0.177920358938206","0.229226258869266","1.04253057681433","0.542162214587862","-0.0174614882944816","0.903930865567581","1.34151590594557","1.29887926251825","1.28557885422783","1.9367945155154","1.17980281165114","1.411953029158","2.17392758974997","2.55320340608332","3.12787793868196","2.43876896154487","8.46058217133806","3.66579059535379","0.806164134759348","2.19895819502207","1.29481086883944","2.5050175164097","2.64935441452167","2.38106854489628","2.25129423568361","2.68990096507093","1.20643922647566","2.67516171886537","2.04465997872008","2.80667189982932","1.77920553648531","0.962406650325519","1.97713461784426","0.584748941173009","1.78936504083807","2.23253157689253","1.48500687570697","1.26616924308721","1.36838083162438","2.402155349277","3.69401868015696",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0665938114123568","0.608291636986276","1.72442275716256","1.10020924585916","3.16805363549908","12.2707797402698","6.61258080861414","5.45043315573561","3.29806741743693","4.65949974895048","4.37657009672658","6.90990201303095","5.96010687349521","7.30731450469504","7.25233231640274","8.09234920917782","8.7886942137873","5.7160373406455","6.44066805582744","4.67672759828403","3.11193185351156","3.50211415457343","1.74473701796819","3.16536727816995","2.19257337687685","2.14204783415544","0.736361516844353","0.463408850763634","2.64030281211345","4.99991586140552","2.40957864494139",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83884534505831","-7.83794017417645","7.75652291469515","14.7990715624039","14.9955370425469","13.8199621675754","2.70492295978681","2.07358793548838","6.33259663524424","7.5956930354142","11.1279592512307","8.0101916791962","9.47107169012938","12.661028882682","10.8649192511916","3.74176529503871","2.6944559032484","3.96589319997156","5.11110843895048","2.84958551483421","3.12427503706766","2.8836594196102","6.1988767182797","10.7161369957881","16.6166857834221","10.3465581637122","12.6816090534644","10.190838325735","10.8203796749476","22.1496630218482","23.3007516288993","9.85999060478386","6.05731632959977","7.21911598334963","5.43424969709311","9.40640903138073","7.00796526961064","3.35524419080796","7.93074035994626","6.54040819952073","9.87959672634112","12.1775193572219","7.7612308574784","7.52795987912524","18.1006036013337","16.1547092931023","14.7852994263416",
"Australia","AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.16074620221894","2.5546552376206","2.0253132842902","0.211550036913512","1.49241214820436","0.461468107892051","0.996866072803438","1.0339804443588","1.41515447547906","1.10450443509119","1.24425097581789","1.3265164987437","1.17826304115256","1.68726223173158","0.221289107088102","1.16175097008312","2.94263882043336","2.739123063902","3.58923190347094","2.67549683990463","2.7158165321445","0.801308065533215","1.51813252726491","1.70197301245734","1.38116248962264","3.60404663129621","1.13717323478277","1.85658353264166","1.90095000193573","0.567408043229212","3.57859921888914","2.82305214676613","3.70306730541189","1.92099536209977","6.98071685334312","-3.60692792508377","4.08209296205439","5.19771793687634","4.2770159784301","3.11521892910031","3.0948394339821","4.68881515477357","3.72019933653419","3.45392766613526","4.3047066438758","3.47020901785018","3.56056595221134","3.63608951454838","4.25033304779982","2.78196787472132","1.35325605506287","2.0246819461122","4.16149504206489","1.88080648094006",
"Austria","AUT","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.735659453118736","0.802370661743367","0.661714941530297","0.546805321890526","0.505114355750835","0.198259244469377","0.213195512496884","0.188552238274487","0.230370203350369","0.25449540792021","0.292766483769153","0.462886558734019","0.292861107675323","0.300841351781652","0.170173666162345","0.244762996696924","0.18591399244294","0.319764480092267","0.335368714298779","0.438950266827535","1.02586449623723","0.746909037316787","0.905769496611485","0.62148561843563","0.612127824293623","0.45130337076125","0.800618395499362","0.943853782935784","1.27519630976403","1.52522145218715","2.80836204554254","1.53803942389357","2.71589421753613","2.63048786627182","2.68369655018252","25.8307026071969","3.14473468828872","17.8058113461032","1.46799597032563","3.58137196898673","-5.64539670207833","5.35812778038962","1.2830027920872","-0.302633479129545","0.389557041234778","-1.80409511056007","-7.23989904197038","3.38180275607348","-6.15119207172195","-2.85255617561831","-2.76332070661681","3.95409323796325","3.03143362679607","0.571627955399011",
"Azerbaijan","AZE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6534869926891","19.7473805562834","28.1356900500269","23.0067972039761","11.1392558729835","2.46437455007312","14.3593922707314","32.4654989629361","55.0728766554257","54.3650509070362","33.7957978256418","21.380140470442","13.9011034961161","8.1611083168233","6.54746236391725","6.337255132933","6.80050011965746","7.59651867931835","3.53211598676051","5.88846176710651","7.62606837682972","11.8828171505465","7.01669598350389","2.97797589143235","3.12183056112494","1.18790387182911","-3.11473447263613","-5.67773710614177","0.349432505050587",
"Burundi","BDI","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0411976025759095","","0.166123341081897","0.14457537298767","0.0637194505231799","0.0760119085323367","0.0178407057679777","-0.0456591352768567","0.145847710227366","-0.0383388214646282","0.500148583999594","1.14339178711724","0.0888255291150346","0.280720856762503","0.120549786351135","0.046832716873145","0.126820029714969","0.120879772464207","0.110552499276144","0.0509215013186548","0.110894210226116","0.0764520532874519","0.0554078910909431","0.0504648856980534","0.000427861408178981","0.198107378489511","","","","-0.0588051848971754","","-0.0013048564735641","","","0.00488285714415742","0.0523404213217611","0.00248110542789526","0.0368858073302621","0.237816296916252","0.0195573004772572","0.0384119130803943","0.150056711459471","0.025925039024225","4.76125064193514","3.39007578489352","0.237127554757104","0.00209706466052342","8.11450183902605","0.249834167507515","1.1756059367353","0.801085827236617","0.806162274299769","0.757355122631358","1.29166901254169",
"Belgium","BEL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.17575711437835","1.43519835301943","1.03737177455435","1.50595465286725","2.02915856675675","1.45345054898808","1.22590690244984","1.53902879649781","1.41812272871722","0.971564769653163","1.21799917270847","1.32383247921808","1.59852890452747","1.47928113384372","0.467153203211123","1.21886073677275","0.608121458920649","1.57631071531358","3.2116443541361","4.27489029065365","3.07523802972919","2.97890847394932","4.85855682551294","2.18205803514972","0.560011791229325","4.02846152128542","2.87467005713363","2.86976214617037","11.1575001955948","47.3596107375427","36.4714779710626","42.512240460582","7.01242443993657","10.8648744877519","12.0521106747569","8.72717720186463","14.4078713936676","20.5026740062328","36.8029204549977","15.948905674901","26.0596407490289","31.03668843113","2.36956900950956","-5.65561784857252","-2.82643623555084","-4.23261410354123","12.1319420227113","-7.44423790176632","-7.66649538713467","-1.97252997818916","-5.74235227142936","5.90607720952822","2.00105702528312","-0.430551198512578",
"Benin","BEN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.00822645391888","0.835638702567895","1.16978485053446","0.69392665099164","-0.422446550980961","0.279190960980148","0.351140007882187","0.416775214145626","0.0811072679807101","0.300788216101374","0.307173113226367","0.161898100527333","-0.000960153628916556","0.000958313376674838","0.00108861307898807","-0.00860656969427103","0.0823290421830946","0.00640035953471579","-1.3369598677605","-0.0744505328917815","-0.150760018353931","0.0198255555852336","0.056291442095627","-0.951216875624251","-0.444751623578263","-0.356668640063887","-0.620945814843519","0.537109663360586","0.46002921041369","0.253298446675962","-0.36349075931042","0.456588183737808","-0.462423415216642","0.198870349303422","-0.658688596039682","-0.133820369489742","-0.175764667500162","1.70386973478895","0.492562990177947","-0.193121764606276","0.561144748003047","1.50844050449931","2.52705777534964","2.87863747034178","3.05420993262565","1.31501182120876","1.11488131010687","1.58170495079138","1.36073573349143","1.51620780935646","1.11183879764369","1.95581459686265","2.16063891256477","0.248809706723379",
"Burkina Faso","BFA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0872592223192629","0.207292045309092","-0.120982616248443","0.652070590257185","0.355462796856599","0.0319158204163534","0.209923281237794","0.439346764363786","0.0786129545404523","0.0852168438420259","0.0010369572130349","0.136836472138513","0.111145937076363","0.123728455376364","0.114392946601086","-0.092109898028705","0.154200993096417","0.0561220518817235","0.141817377437063","0.216777278252004","-0.0177648038464388","0.00425958718680077","0.0036372113266704","0.0485657849780657","0.361122450881225","0.00841935224197575","0.0253182752799066","0.0427684444423167","0.18770136392859","0.00570220374415644","0.00563069951076324","0.0187285423807977","0.0473711808680789","0.0404668598476857","-0.164129332376045","0.84814587465402","1.28064578676022","0.284717939080865","0.351169723487995","0.599468939611006","0.384492219825665","1.19074493368625","2.62145990530181","3.64766773141753","2.56255154786841","1.95992715697748","3.04380349897539","0.0182370342122821","1.68919942943091","1.0164787373679","-0.557279533533573","-0.405926078113797","3.55861030023451","0.0254581416466507",
"Bangladesh","BGD","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","0.00143124174703601","0.0289363084432292","0.0175824730598327","0.00793554956015196","0.0535725925115662","0.072322992647562","0.0579742131990397","-0.0514600239396866","0.0469179450068916","0.0264695357833656","0.0375700405927019","0.0022941532029319","-0.00292412703814179","-0.0298943959229265","0.0111899311751012","0.0131907256034205","0.00691614475605439","0.000861339473035719","0.0102498457488284","0.00449146424413688","0.0117375764038405","0.0423616549795559","0.033012230974896","0.00499837818821928","0.0291349551912921","0.288896567530215","0.380236166897956","0.350304290993085","0.525362089236089","0.145443904569924","0.0955793676464671","0.445960783298092","0.689472335587341","1.17065167448603","0.635863899506714","0.817756922700044","1.44965791615761","0.879517142536145","1.06896766308322","0.983399364184761","1.18850391920184","1.73532012481503","1.46870305074204","1.45078245529361","0.879528340272002","0.616341784631384","0.753549134128693","0.543244141585066","0.407859894856918","0.414118154040596","0.355308723531372","0.316668222065388",
"Bulgaria","BGR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0193872740170872","0.510803242446573","0.400946215139442","0.369274004683841","1.08688736681887","0.476002812624199","0.886541779009016","4.46089004740716","3.57471417993882","6.00842885272015","7.56080761987916","5.73162685921139","5.51519461491359","9.91625852839807","11.7462386509689","13.7204790059912","22.9038783511231","31.2275318810773","18.8997638100667","7.4901573261348","3.63054818996133","3.64377871047417","3.2937399637389","3.56126116234701","1.91330024420873","4.37178262709924","2.75817770359404","3.3844183495399","2.73024593526346","3.23647694746529","4.68157355237615","2.76635474460295","5.46200820001027","3.9628971861931",
"Bahrain","BHR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","0.446702735531357","0.0105548301578762","0.120097431715756","0.202944975766774","0.0326787481275168","1.01100677615995","5.35656567344325","-11.9649880051652","0.105246886154457","0.686479041247503","1.50918966400111","3.16810320605003","2.44028419926397","-0.919539657022421","-0.930904199184928","5.27513576463716","4.11671285346058","1.90778894252364","11.8008263719943","16.0788531376459","-4.6507687882133","3.28947938001027","6.47383905755204","29.520072835376","4.56109666228576","2.55221911292718","6.02696018271828","4.01154558234919","0.895243944446186","2.26180894388217","4.66554367760964","6.58021002500264","6.56659445840229","15.7508650085887","8.08243218951671","6.97757782740497","1.12105291032726","0.581105356633959","2.61026038592024","4.83265436536465","11.0211306090708","4.36728984042949","0.199529633421541","0.718174283238518","3.83300891199591","4.18079308703848","2.32837980010521","2.84973228101032","4.35662597877562","4.18019089747336","14.8429848037894",
"Bahamas, The","BHS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","14.8878591102873","9.53261246948029","15.3037739042139","15.2407214189894","22.6818469323213","2.94867492452197","2.27378912941909","4.4039270687237","-0.132148005766458","0.842252952952013","0.307047105519359","2.41149667017175","0.17740606982196","-0.346260387811634","-0.240066630738327","-1.30133155088256","-0.533872598584429","0.397936639570252","1.30238830334646","0.829523187459177","-0.536955148452306","-0.0417850576633796","0.00964940495336121","0.882923673997413","0.72414851181344","3.11752697579469","2.43280687170961","3.31629913649887","2.1497917526437","1.94303131104509","3.09850714482936","1.23072964943982","1.72038337334312","2.14428489451629","3.02143829739302","5.72797116772737","6.94760136713467","6.71809341196458","8.17172902365571","6.65159948547179","8.63699216304667","6.61957509346653","4.90812842804373","3.67698493622424","2.28973153898725","0.651786981982368","3.32393965491992","2.48913165410064","3.89515281813018","3.70483940313609","4.36424052342385","3.36940934585663","4.04154829632738","2.24888555337793",
"Bosnia and Herzegovina","BIH","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62108640132628","3.7723201862043","2.62359146003394","2.04280425934339","3.97979753441333","4.49216828974651","8.75886039736336","5.55844401745043","6.57577358932059","11.6737641903939","5.25748627826678","0.786371182353609","2.5840244914247","2.52952738058176","2.27539881306156","1.72337938246778","2.93590262269064","2.33529302949791","1.82975697484525","2.77975919041996","2.93781358415463","2.18661377542075","2.38939048355651","3.24230816818479","3.47041348895988","3.7622620799658",
"Belarus","BLR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10814083248731","0.0703214382060361","0.105205275981648","0.708145893170836","2.48821961126407","1.3349667668811","3.6578605079073","0.93273178742692","0.775405864952368","1.69305705420781","0.963790820679998","0.707817258030317","1.01489264466989","0.966130137383779","3.99176494489288","3.60135661387402","3.68858496262614","2.43465600372626","6.48031997656593","2.22818019245943","2.97388136295762","2.36256024522518","2.92676157012568","2.61275643208459","2.33219360612021","2.3762653793329","1.97686317571178","2.27009964534033","1.76640687852003","2.17745011943276","2.77230766294755",
"Belize","BLZ","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","13.2921148856389","5.65385964534686","","","","","","","1.46735143066764","-0.0329380764163373","","-0.767018216682646","","","-1.27432409161357","1.28785241907414","1.47672552166934","1.84586364861223","3.32186498991577","3.79759723070658","3.14356209448963","2.27767543125105","2.24057450628366","1.22202297934515","1.99009452285381","2.57005066845736","1.94863959569842","1.36878864208839","1.89887036040882","5.86568357910522","2.59589533028945","5.21613991020445","2.04564953024864","-0.834651673416266","7.95917952353378","8.60425546100295","6.83961565976539","8.22293581328469","9.75722867845092","6.44596306922559","5.52499725518723","5.21871460505905","10.1708080438062","4.53807555984032","6.59871532065521","2.6957535805453","1.46118252802431","1.40456318675313","5.32177682131067","3.93209570419852","3.7302206965863","5.18458586666605","4.9498706439243","0.522931689743192",
